,Year,DOY,Satellite,Phenocam,CenterOrNorth,CoastalAerosol_mean,CoastalAerosol_std,Blue_mean,Blue_std,Green_mean,Green_std,Red_mean,Red_std,RedEdge1_mean,RedEdge1_std,RedEdge2_mean,RedEdge2_std,RedEdge3_mean,RedEdge3_std,NIRBroad_mean,NIRBroad_std,NIRNarrow_mean,NIRNarrow_std,SWIR1_mean,SWIR1_std,SWIR2_mean,SWIR2_std,WaterVapor_mean,WaterVapor_std,Cirrus_mean,Cirrus_std,Quality
0,2014,7,L30,jersand,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
1,2014,9,L30,jersand,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
2,2014,16,L30,jersand,center,706.2222222222222,24.755595451793106,899.7777777777778,27.486472542680087,1332.4444444444443,37.727417413485355,1788.888888888889,57.72048441400725,,,,,,,,,2567.222222222222,64.41321082196619,3029.777777777778,57.688392396425385,2398.8888888888887,36.692246969275686,,,,,64
3,2014,23,L30,jersand,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
4,2014,25,L30,jersand,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
5,2014,32,L30,jersand,center,3880.8888888888887,46.4768626892145,4046.6666666666665,46.1976430375211,4195.888888888889,32.841181615108546,4619.444444444444,36.74570605635775,,,,,,,,,5062.111111111111,25.989076527753582,3596.6666666666665,15.231546211727817,3357.8888888888887,11.249142628509215,,,,,66
6,2014,39,L30,jersand,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
7,2014,41,L30,jersand,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
8,2014,48,L30,jersand,center,1032.3333333333333,28.0,1364.111111111111,32.712364106436866,1954.111111111111,39.635686626082155,2565.222222222222,45.95838160233858,,,,,,,,,3439.1111111111113,51.173874507396505,3798.5555555555557,30.73583182581352,3082.4444444444443,25.987651388522167,,,,,194
9,2014,55,L30,jersand,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
10,2014,57,L30,jersand,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
11,2014,64,L30,jersand,center,771.6666666666666,12.525529485370624,972.6666666666666,21.674357609345144,1436.0,26.791375063213493,1932.5555555555557,43.499964523896416,,,,,,,,,2699.5555555555557,54.176893621442865,3256.0,37.06151043273271,2610.6666666666665,26.49108864840737,,,,,64
12,2014,71,L30,jersand,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
13,2014,73,L30,jersand,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
14,2014,80,L30,jersand,center,833.7777777777778,13.298101600335272,1059.3333333333333,12.489995996796798,1572.5555555555557,18.613681414552822,2101.1111111111113,25.163661826991913,,,,,,,,,2863.777777777778,28.646418344194746,3448.5555555555557,22.69170730127889,2804.6666666666665,33.45311810745167,,,,,64
15,2014,87,L30,jersand,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
16,2014,89,L30,jersand,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
17,2014,96,L30,jersand,center,860.7777777777778,11.380077892506105,1091.6666666666667,13.199326582148888,1615.7777777777778,18.268234590724095,2163.5555555555557,28.814005510866533,,,,,,,,,2922.1111111111113,27.634296100817448,3521.3333333333335,24.239545283597124,2896.777777777778,32.52615282021455,,,,,64
18,2014,103,L30,jersand,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
